Patron;H0_1;H0_2;Qmax_1;Qmax_2;PS1;PS2;Altura;Bomba
0.782;26.92336581;39.61741521;25.13816943;21.96171856;0.8824;0.1176;0;0
1.121;26.92336581;39.61741521;25.13816943;21.96171856;0.5116;0.4884;0;0
1.103;26.92336581;39.61741521;25.13816943;21.96171856;0.125;0.875;0;0
1.176;26.92336581;39.61741521;25.13816943;21.96171856;0.7449;0.2551;1;0
1.277;26.92336581;39.61741521;25.13816943;21.96171856;0.5355;0.4645;0;0
1.318;26.92336581;39.61741521;25.13816943;21.96171856;0.4658;0.5342;0;0
1.325;26.92336581;39.61741521;25.13816943;21.96171856;0.0109;0.9891;0;0
1.298;26.92336581;39.61741521;25.13816943;21.96171856;0.3846;0.6154;0;0
1.305;26.92336581;39.61741521;25.13816943;21.96171856;0.2632;0.7368;0;0
1.285;26.92336581;39.61741521;25.13816943;21.96171856;0.493;0.507;0;0
1.2;26.92336581;39.61741521;25.13816943;21.96171856;0.6321;0.3679;1;1
1.177;26.92336581;39.61741521;25.13816943;21.96171856;0.2083;0.7917;0;0
1.185;26.92336581;39.61741521;25.13816943;21.96171856;0.0233;0.9767;0;0
1.136;26.92336581;39.61741521;25.13816943;21.96171856;0.6486;0.3514;1;1
1.093;26.92336581;39.61741521;25.13816943;21.96171856;0.0673;0.9327;0;0
1.087;26.92336581;39.61741521;25.13816943;21.96171856;0.5882;0.4118;1;0
0.918;26.92336581;39.61741521;25.13816943;21.96171856;0.6697;0.3303;1;1
0.759;26.92336581;39.61741521;25.13816943;21.96171856;0.467;0.533;0;0
0.654;34.82608383;54.5768275;20.48104949;48.2683655;0.5634;0.4366;1;1
0.587;34.82608383;54.5768275;20.48104949;48.2683655;0.6022;0.3978;1;1
0.55;34.82608383;54.5768275;20.48104949;48.2683655;0.1982;0.8018;0;0
0.542;34.82608383;54.5768275;20.48104949;48.2683655;0.7984;0.2016;1;1
0.542;34.82608383;54.5768275;20.48104949;48.2683655;0.2647;0.7353;0;0
0.581;34.82608383;54.5768275;20.48104949;48.2683655;0.4;0.6;0;0
0.782;34.82608383;54.5768275;20.48104949;48.2683655;0.5355;0.4645;1;1
1.121;34.82608383;54.5768275;20.48104949;48.2683655;0.6604;0.3396;1;1
1.103;34.82608383;54.5768275;20.48104949;48.2683655;0.694;0.306;1;1
1.176;34.82608383;54.5768275;20.48104949;48.2683655;0.3947;0.6053;0;0
1.277;34.82608383;54.5768275;20.48104949;48.2683655;0.1759;0.8241;0;0
1.318;34.82608383;54.5768275;20.48104949;48.2683655;0.3452;0.6548;0;0
1.325;34.82608383;54.5768275;20.48104949;48.2683655;0.8485;0.1515;0;0
1.298;34.82608383;54.5768275;20.48104949;48.2683655;0.5867;0.4133;1;1
1.305;34.82608383;54.5768275;20.48104949;48.2683655;0.839;0.161;0;0
1.285;34.82608383;54.5768275;20.48104949;48.2683655;0.6129;0.3871;1;1
1.2;34.82608383;54.5768275;20.48104949;48.2683655;0.9787;0.0213;0;0
1.177;34.82608383;54.5768275;20.48104949;48.2683655;0.625;0.375;1;1
1.185;34.82608383;54.5768275;20.48104949;48.2683655;0.4286;0.5714;0;0
1.136;34.82608383;54.5768275;20.48104949;48.2683655;0.567;0.433;1;1
1.093;34.82608383;54.5768275;20.48104949;48.2683655;0.2621;0.7379;0;0
1.087;34.82608383;54.5768275;20.48104949;48.2683655;0.1667;0.8333;0;0
0.918;34.82608383;54.5768275;20.48104949;48.2683655;0.6981;0.3019;1;1
0.759;34.82608383;54.5768275;20.48104949;48.2683655;0.7692;0.2308;1;1
0.654;100.4666344;26.57670026;30.18161687;16.61402384;0.5486;0.4514;0;0
0.587;100.4666344;26.57670026;30.18161687;16.61402384;0;1;0;0
0.55;100.4666344;26.57670026;30.18161687;16.61402384;0.1356;0.8644;0;0
0.542;100.4666344;26.57670026;30.18161687;16.61402384;0.2261;0.7739;0;0
0.542;100.4666344;26.57670026;30.18161687;16.61402384;0.8919;0.1081;1;1
0.581;100.4666344;26.57670026;30.18161687;16.61402384;0.7553;0.2447;1;1
0.782;100.4666344;26.57670026;30.18161687;16.61402384;0.461;0.539;0;0
1.121;100.4666344;26.57670026;30.18161687;16.61402384;0.9118;0.0882;0;0
1.103;100.4666344;26.57670026;30.18161687;16.61402384;0.2881;0.7119;0;0
1.176;100.4666344;26.57670026;30.18161687;16.61402384;0.3333;0.6667;0;0
1.277;100.4666344;26.57670026;30.18161687;16.61402384;0.3125;0.6875;0;0
1.318;100.4666344;26.57670026;30.18161687;16.61402384;0.4948;0.5052;0;0
1.325;100.4666344;26.57670026;30.18161687;16.61402384;0.4667;0.5333;0;0
1.298;100.4666344;26.57670026;30.18161687;16.61402384;0.7438;0.2562;1;1
1.305;100.4666344;26.57670026;30.18161687;16.61402384;0.3846;0.6154;0;0
1.285;100.4666344;26.57670026;30.18161687;16.61402384;0.1839;0.8161;0;0
1.2;100.4666344;26.57670026;30.18161687;16.61402384;0.1728;0.8272;0;0
1.177;100.4666344;26.57670026;30.18161687;16.61402384;0.1887;0.8113;0;0
1.185;100.4666344;26.57670026;30.18161687;16.61402384;0.3494;0.6506;0;0
1.136;100.4666344;26.57670026;30.18161687;16.61402384;0.1667;0.8333;0;0
1.093;100.4666344;26.57670026;30.18161687;16.61402384;0.6909;0.3091;1;1
1.087;100.4666344;26.57670026;30.18161687;16.61402384;0.5986;0.4014;0;0
0.918;100.4666344;26.57670026;30.18161687;16.61402384;0.5422;0.4578;0;0
0.759;100.4666344;26.57670026;30.18161687;16.61402384;0.7795;0.2205;1;1
0.654;75.2094663;100.4666344;25.39809713;30.18161687;0.5094;0.4906;1;1
0.587;75.2094663;100.4666344;25.39809713;30.18161687;0.28;0.72;0;0
0.55;75.2094663;100.4666344;25.39809713;30.18161687;0.2653;0.7347;1;0
0.542;75.2094663;100.4666344;25.39809713;30.18161687;0.0139;0.9861;0;0
0.542;75.2094663;100.4666344;25.39809713;30.18161687;0.7143;0.2857;1;1
0.581;75.2094663;100.4666344;25.39809713;30.18161687;0.6338;0.3662;1;1
0.782;75.2094663;100.4666344;25.39809713;30.18161687;0.1509;0.8491;0;0
1.121;75.2094663;100.4666344;25.39809713;30.18161687;0.4795;0.5205;1;0
1.103;75.2094663;100.4666344;25.39809713;30.18161687;0.744;0.256;1;1
1.176;75.2094663;100.4666344;25.39809713;30.18161687;0.3561;0.6439;0;0
1.277;75.2094663;100.4666344;25.39809713;30.18161687;1;0;0;0
1.318;75.2094663;100.4666344;25.39809713;30.18161687;0.5969;0.4031;1;1
1.325;75.2094663;100.4666344;25.39809713;30.18161687;0.4237;0.5763;0;0
1.298;75.2094663;100.4666344;25.39809713;30.18161687;0.7568;0.2432;1;1
1.305;75.2094663;100.4666344;25.39809713;30.18161687;0.3116;0.6884;0;0
1.285;75.2094663;100.4666344;25.39809713;30.18161687;0.2308;0.7692;0;0
1.2;75.2094663;100.4666344;25.39809713;30.18161687;0.9178;0.0822;0;0
1.177;75.2094663;100.4666344;25.39809713;30.18161687;0.6556;0.3444;1;1
1.185;75.2094663;100.4666344;25.39809713;30.18161687;0.6741;0.3259;1;1
1.136;75.2094663;100.4666344;25.39809713;30.18161687;0.6303;0.3697;1;1
1.093;75.2094663;100.4666344;25.39809713;30.18161687;0.4266;0.5734;0;0
1.087;75.2094663;100.4666344;25.39809713;30.18161687;0.9643;0.0357;0;0
0.918;75.2094663;100.4666344;25.39809713;30.18161687;0.6884;0.3116;1;1
0.759;75.2094663;100.4666344;25.39809713;30.18161687;0.4297;0.5703;1;1
0.654;54.5768275;41.28750717;48.2683655;12.17178569;0.2778;0.7222;0;0
0.587;54.5768275;41.28750717;48.2683655;12.17178569;0.8154;0.1846;1;1
0.55;54.5768275;41.28750717;48.2683655;12.17178569;0.4915;0.5085;1;0
0.542;54.5768275;41.28750717;48.2683655;12.17178569;0.3371;0.6629;0;0
0.542;54.5768275;41.28750717;48.2683655;12.17178569;0.4267;0.5733;0;0
0.581;54.5768275;41.28750717;48.2683655;12.17178569;0.5294;0.4706;1;1
0.782;54.5768275;41.28750717;48.2683655;12.17178569;0.8305;0.1695;1;1
1.121;54.5768275;41.28750717;48.2683655;12.17178569;0.5603;0.4397;0;0
1.103;54.5768275;41.28750717;48.2683655;12.17178569;0.8481;0.1519;0;0
1.176;54.5768275;41.28750717;48.2683655;12.17178569;0.24;0.76;0;0
1.277;54.5768275;41.28750717;48.2683655;12.17178569;0.2991;0.7009;0;0
1.318;54.5768275;41.28750717;48.2683655;12.17178569;0.7882;0.2118;1;1
1.325;54.5768275;41.28750717;48.2683655;12.17178569;0.6705;0.3295;1;1
1.298;54.5768275;41.28750717;48.2683655;12.17178569;0.3699;0.6301;0;0
1.305;54.5768275;41.28750717;48.2683655;12.17178569;0.5728;0.4272;0;0
1.285;54.5768275;41.28750717;48.2683655;12.17178569;0.3881;0.6119;0;0
1.2;54.5768275;41.28750717;48.2683655;12.17178569;0.6462;0.3538;1;1
1.177;54.5768275;41.28750717;48.2683655;12.17178569;0.8571;0.1429;0;0
1.185;54.5768275;41.28750717;48.2683655;12.17178569;0.4809;0.5191;0;0
1.136;54.5768275;41.28750717;48.2683655;12.17178569;0.215;0.785;0;0
1.093;54.5768275;41.28750717;48.2683655;12.17178569;0.0109;0.9891;0;0
1.087;54.5768275;41.28750717;48.2683655;12.17178569;0.6263;0.3737;1;1
0.918;54.5768275;41.28750717;48.2683655;12.17178569;0.5077;0.4923;0;0
0.759;54.5768275;41.28750717;48.2683655;12.17178569;0.5481;0.4519;1;0
0.654;100.4666344;55.03271167;30.18161687;14.13414805;0.6875;0.3125;1;1
0.587;100.4666344;55.03271167;30.18161687;14.13414805;0.2955;0.7045;0;0
0.55;100.4666344;55.03271167;30.18161687;14.13414805;0.6715;0.3285;1;1
0.542;100.4666344;55.03271167;30.18161687;14.13414805;0.1277;0.8723;0;0
0.542;100.4666344;55.03271167;30.18161687;14.13414805;0.5;0.5;1;1
0.581;100.4666344;55.03271167;30.18161687;14.13414805;0.6074;0.3926;1;1
0.782;100.4666344;55.03271167;30.18161687;14.13414805;0.7595;0.2405;1;1
1.121;100.4666344;55.03271167;30.18161687;14.13414805;0.45;0.55;0;0
1.103;100.4666344;55.03271167;30.18161687;14.13414805;0.7097;0.2903;1;1
1.176;100.4666344;55.03271167;30.18161687;14.13414805;0.6376;0.3624;1;1
1.277;100.4666344;55.03271167;30.18161687;14.13414805;0.7328;0.2672;1;1
1.318;100.4666344;55.03271167;30.18161687;14.13414805;0.6154;0.3846;1;1
1.325;100.4666344;55.03271167;30.18161687;14.13414805;0.5667;0.4333;0;0
1.298;100.4666344;55.03271167;30.18161687;14.13414805;0.0385;0.9615;0;0
1.305;100.4666344;55.03271167;30.18161687;14.13414805;0.6;0.4;1;0
1.285;100.4666344;55.03271167;30.18161687;14.13414805;0.5325;0.4675;0;0
1.2;100.4666344;55.03271167;30.18161687;14.13414805;0.8991;0.1009;0;0
1.177;100.4666344;55.03271167;30.18161687;14.13414805;0.4783;0.5217;0;0
1.185;100.4666344;55.03271167;30.18161687;14.13414805;0.0526;0.9474;0;0
1.136;100.4666344;55.03271167;30.18161687;14.13414805;0.1143;0.8857;0;0
1.093;100.4666344;55.03271167;30.18161687;14.13414805;0.3929;0.6071;0;0
1.087;100.4666344;55.03271167;30.18161687;14.13414805;0.2188;0.7812;0;0
0.918;100.4666344;55.03271167;30.18161687;14.13414805;0.8364;0.1636;1;1
0.759;100.4666344;55.03271167;30.18161687;14.13414805;0.4881;0.5119;1;0
0.654;54.5768275;55.48570858;48.2683655;34.78417502;0.5956;0.4044;1;1
0.587;54.5768275;55.48570858;48.2683655;34.78417502;0.5298;0.4702;1;1
0.55;54.5768275;55.48570858;48.2683655;34.78417502;0.5476;0.4524;1;1
0.542;54.5768275;55.48570858;48.2683655;34.78417502;0.3548;0.6452;0;0
0.542;54.5768275;55.48570858;48.2683655;34.78417502;0.5283;0.4717;1;1
0.581;54.5768275;55.48570858;48.2683655;34.78417502;0.5275;0.4725;1;1
0.782;54.5768275;55.48570858;48.2683655;34.78417502;0.4;0.6;0;0
1.121;54.5768275;55.48570858;48.2683655;34.78417502;0.2128;0.7872;0;0
1.103;54.5768275;55.48570858;48.2683655;34.78417502;0.7414;0.2586;1;1
1.176;54.5768275;55.48570858;48.2683655;34.78417502;0.5385;0.4615;0;0
1.277;54.5768275;55.48570858;48.2683655;34.78417502;0.6628;0.3372;1;1
1.318;54.5768275;55.48570858;48.2683655;34.78417502;0.5625;0.4375;0;0
1.325;54.5768275;55.48570858;48.2683655;34.78417502;0.9429;0.0571;0;0
1.298;54.5768275;55.48570858;48.2683655;34.78417502;0.3134;0.6866;0;0
1.305;54.5768275;55.48570858;48.2683655;34.78417502;0.24;0.76;0;0
1.285;54.5768275;55.48570858;48.2683655;34.78417502;0.268;0.732;0;0
1.2;54.5768275;55.48570858;48.2683655;34.78417502;0.4041;0.5959;0;0
1.177;54.5768275;55.48570858;48.2683655;34.78417502;0.9238;0.0762;0;0
1.185;54.5768275;55.48570858;48.2683655;34.78417502;0.4831;0.5169;0;0
1.136;54.5768275;55.48570858;48.2683655;34.78417502;0.2222;0.7778;0;0
1.093;54.5768275;55.48570858;48.2683655;34.78417502;0.3736;0.6264;0;0
1.087;54.5768275;55.48570858;48.2683655;34.78417502;0.5806;0.4194;1;1
0.918;54.5768275;55.48570858;48.2683655;34.78417502;0.9286;0.0714;0;0
0.759;54.5768275;55.48570858;48.2683655;34.78417502;0.5455;0.4545;1;1
0.654;62.74495772;59.98190238;25.05437176;33.27872934;0.6579;0.3421;1;1
0.587;62.74495772;59.98190238;25.05437176;33.27872934;0.5403;0.4597;1;1
0.55;62.74495772;59.98190238;25.05437176;33.27872934;0.4773;0.5227;1;1
0.542;62.74495772;59.98190238;25.05437176;33.27872934;0.4667;0.5333;1;1
0.542;62.74495772;59.98190238;25.05437176;33.27872934;0.2721;0.7279;0;0
0.581;62.74495772;59.98190238;25.05437176;33.27872934;0.93;0.07;1;1
0.782;62.74495772;59.98190238;25.05437176;33.27872934;0.7405;0.2595;1;1
1.121;62.74495772;59.98190238;25.05437176;33.27872934;0.5714;0.4286;1;1
1.103;62.74495772;59.98190238;25.05437176;33.27872934;0.0337;0.9663;0;0
1.176;62.74495772;59.98190238;25.05437176;33.27872934;0.6312;0.3688;1;1
1.277;62.74495772;59.98190238;25.05437176;33.27872934;0.3987;0.6013;0;0
1.318;62.74495772;59.98190238;25.05437176;33.27872934;0.0309;0.9691;0;0
1.325;62.74495772;59.98190238;25.05437176;33.27872934;0.6794;0.3206;1;1
1.298;62.74495772;59.98190238;25.05437176;33.27872934;0.5556;0.4444;0;0
1.305;62.74495772;59.98190238;25.05437176;33.27872934;0.6111;0.3889;1;1
1.285;62.74495772;59.98190238;25.05437176;33.27872934;0.8111;0.1889;1;0
1.2;62.74495772;59.98190238;25.05437176;33.27872934;0.5;0.5;0;0
1.177;62.74495772;59.98190238;25.05437176;33.27872934;0.7561;0.2439;1;1
1.185;62.74495772;59.98190238;25.05437176;33.27872934;0.9394;0.0606;0;0
1.136;62.74495772;59.98190238;25.05437176;33.27872934;0.6226;0.3774;1;1
1.093;62.74495772;59.98190238;25.05437176;33.27872934;0.1013;0.8987;0;0
1.087;62.74495772;59.98190238;25.05437176;33.27872934;0.8675;0.1325;0;0
0.918;62.74495772;59.98190238;25.05437176;33.27872934;0.4581;0.5419;0;0
0.759;62.74495772;59.98190238;25.05437176;33.27872934;0.7969;0.2031;1;1
0.654;56.51477973;73.45759001;21.36794303;19.63492802;0.5954;0.4046;1;1
0.587;56.51477973;73.45759001;21.36794303;19.63492802;0.4276;0.5724;1;1
0.55;56.51477973;73.45759001;21.36794303;19.63492802;0.6493;0.3507;1;1
0.542;56.51477973;73.45759001;21.36794303;19.63492802;0.7167;0.2833;1;1
0.542;56.51477973;73.45759001;21.36794303;19.63492802;0.7193;0.2807;1;1
0.581;56.51477973;73.45759001;21.36794303;19.63492802;0.4848;0.5152;1;1
0.782;56.51477973;73.45759001;21.36794303;19.63492802;0.9545;0.0455;0;0
1.121;56.51477973;73.45759001;21.36794303;19.63492802;0.4107;0.5893;0;0
1.103;56.51477973;73.45759001;21.36794303;19.63492802;0.5949;0.4051;1;1
1.176;56.51477973;73.45759001;21.36794303;19.63492802;0.8913;0.1087;0;0
1.277;56.51477973;73.45759001;21.36794303;19.63492802;0.5238;0.4762;0;0
1.318;56.51477973;73.45759001;21.36794303;19.63492802;0.5912;0.4088;1;1
1.325;56.51477973;73.45759001;21.36794303;19.63492802;0.6964;0.3036;1;1
1.298;56.51477973;73.45759001;21.36794303;19.63492802;0.5038;0.4962;0;0
1.305;56.51477973;73.45759001;21.36794303;19.63492802;0.4874;0.5126;0;0
1.285;56.51477973;73.45759001;21.36794303;19.63492802;0.6331;0.3669;1;1
1.2;56.51477973;73.45759001;21.36794303;19.63492802;0.1031;0.8969;0;0
1.177;56.51477973;73.45759001;21.36794303;19.63492802;0.5;0.5;0;0
1.185;56.51477973;73.45759001;21.36794303;19.63492802;0.8095;0.1905;1;0
1.136;56.51477973;73.45759001;21.36794303;19.63492802;0.4726;0.5274;0;0
1.093;56.51477973;73.45759001;21.36794303;19.63492802;0.7711;0.2289;1;1
1.087;56.51477973;73.45759001;21.36794303;19.63492802;0.8889;0.1111;0;0
0.918;56.51477973;73.45759001;21.36794303;19.63492802;0.7833;0.2167;1;1
0.759;56.51477973;73.45759001;21.36794303;19.63492802;0.7037;0.2963;1;1
0.654;44.44081463;68.65392909;12.99202022;15.50526272;0.8529;0.1471;1;0
0.587;44.44081463;68.65392909;12.99202022;15.50526272;0.3333;0.6667;0;0
0.55;44.44081463;68.65392909;12.99202022;15.50526272;0.5;0.5;1;1
0.542;44.44081463;68.65392909;12.99202022;15.50526272;0.6972;0.3028;1;1
0.542;44.44081463;68.65392909;12.99202022;15.50526272;0.4907;0.5093;1;1
0.581;44.44081463;68.65392909;12.99202022;15.50526272;0.7143;0.2857;1;1
0.782;44.44081463;68.65392909;12.99202022;15.50526272;0.5565;0.4435;1;1
1.121;44.44081463;68.65392909;12.99202022;15.50526272;0.3846;0.6154;0;0
1.103;44.44081463;68.65392909;12.99202022;15.50526272;0.5413;0.4587;1;0
1.176;44.44081463;68.65392909;12.99202022;15.50526272;0.3429;0.6571;0;0
1.277;44.44081463;68.65392909;12.99202022;15.50526272;0.6444;0.3556;1;0
1.318;44.44081463;68.65392909;12.99202022;15.50526272;0.1515;0.8485;0;0
1.325;44.44081463;68.65392909;12.99202022;15.50526272;0.4316;0.5684;0;0
1.298;44.44081463;68.65392909;12.99202022;15.50526272;0.0625;0.9375;0;0
1.305;44.44081463;68.65392909;12.99202022;15.50526272;0.7388;0.2612;1;0
1.285;44.44081463;68.65392909;12.99202022;15.50526272;0.15;0.85;0;0
1.2;44.44081463;68.65392909;12.99202022;15.50526272;0.8103;0.1897;0;0
1.177;44.44081463;68.65392909;12.99202022;15.50526272;0.9239;0.0761;0;0
1.185;44.44081463;68.65392909;12.99202022;15.50526272;0.2917;0.7083;0;0
1.136;44.44081463;68.65392909;12.99202022;15.50526272;1;0;0;0
1.093;44.44081463;68.65392909;12.99202022;15.50526272;0.7188;0.2813;1;0
1.087;44.44081463;68.65392909;12.99202022;15.50526272;0.3571;0.6429;0;0
0.918;44.44081463;68.65392909;12.99202022;15.50526272;0.7667;0.2333;1;0
0.759;44.44081463;68.65392909;12.99202022;15.50526272;0.4396;0.5604;0;0
0.654;38.07773139;55.03271167;42.63705804;14.13414805;0.8099;0.1901;1;1
0.587;38.07773139;55.03271167;42.63705804;14.13414805;0.3871;0.6129;0;0
0.55;38.07773139;55.03271167;42.63705804;14.13414805;0.2727;0.7273;0;0
0.542;38.07773139;55.03271167;42.63705804;14.13414805;0.4688;0.5312;1;1
0.542;38.07773139;55.03271167;42.63705804;14.13414805;0.1828;0.8172;0;0
0.581;38.07773139;55.03271167;42.63705804;14.13414805;0.4018;0.5982;0;0
0.782;38.07773139;55.03271167;42.63705804;14.13414805;0.5081;0.4919;1;0
1.121;38.07773139;55.03271167;42.63705804;14.13414805;0.92;0.08;0;0
1.103;38.07773139;55.03271167;42.63705804;14.13414805;0.7719;0.2281;1;1
1.176;38.07773139;55.03271167;42.63705804;14.13414805;0.1354;0.8646;0;0
1.277;38.07773139;55.03271167;42.63705804;14.13414805;0.8594;0.1406;0;0
1.318;38.07773139;55.03271167;42.63705804;14.13414805;0.6098;0.3902;1;0
1.325;38.07773139;55.03271167;42.63705804;14.13414805;0.5828;0.4172;1;0
1.298;38.07773139;55.03271167;42.63705804;14.13414805;0.6591;0.3409;1;1
1.305;38.07773139;55.03271167;42.63705804;14.13414805;0.1829;0.8171;0;0
1.285;38.07773139;55.03271167;42.63705804;14.13414805;0.6092;0.3908;1;0
1.2;38.07773139;55.03271167;42.63705804;14.13414805;0.2708;0.7292;0;0
1.177;38.07773139;55.03271167;42.63705804;14.13414805;0.2213;0.7787;0;0
1.185;38.07773139;55.03271167;42.63705804;14.13414805;0.3235;0.6765;0;0
1.136;38.07773139;55.03271167;42.63705804;14.13414805;0.5405;0.4595;0;0
1.093;38.07773139;55.03271167;42.63705804;14.13414805;0.6583;0.3417;1;1
1.087;38.07773139;55.03271167;42.63705804;14.13414805;0.537;0.463;0;0
0.918;38.07773139;55.03271167;42.63705804;14.13414805;0.9787;0.0213;0;0
0.759;38.07773139;55.03271167;42.63705804;14.13414805;0.6471;0.3529;1;1
0.654;55.48570858;71.68733571;34.78417502;29.72360112;0.08;0.92;0;0
0.587;55.48570858;71.68733571;34.78417502;29.72360112;0.6716;0.3284;1;1
0.55;55.48570858;71.68733571;34.78417502;29.72360112;0.5;0.5;1;1
0.542;55.48570858;71.68733571;34.78417502;29.72360112;0.3629;0.6371;1;1
0.542;55.48570858;71.68733571;34.78417502;29.72360112;0.0227;0.9773;0;0
0.581;55.48570858;71.68733571;34.78417502;29.72360112;0.963;0.037;1;0
0.782;55.48570858;71.68733571;34.78417502;29.72360112;0.2778;0.7222;0;0
1.121;55.48570858;71.68733571;34.78417502;29.72360112;0.8304;0.1696;0;0
1.103;55.48570858;71.68733571;34.78417502;29.72360112;0.3838;0.6162;0;0
1.176;55.48570858;71.68733571;34.78417502;29.72360112;0.8438;0.1562;0;0
1.277;55.48570858;71.68733571;34.78417502;29.72360112;0.1194;0.8806;0;0
1.318;55.48570858;71.68733571;34.78417502;29.72360112;0.7521;0.2479;1;1
1.325;55.48570858;71.68733571;34.78417502;29.72360112;0.5943;0.4057;1;1
1.298;55.48570858;71.68733571;34.78417502;29.72360112;0.5312;0.4688;0;0
1.305;55.48570858;71.68733571;34.78417502;29.72360112;0.5854;0.4146;1;1
1.285;55.48570858;71.68733571;34.78417502;29.72360112;0.3511;0.6489;0;0
1.2;55.48570858;71.68733571;34.78417502;29.72360112;0.557;0.443;1;1
1.177;55.48570858;71.68733571;34.78417502;29.72360112;0.0778;0.9222;0;0
1.185;55.48570858;71.68733571;34.78417502;29.72360112;0.2656;0.7344;0;0
1.136;55.48570858;71.68733571;34.78417502;29.72360112;0.561;0.439;1;1
1.093;55.48570858;71.68733571;34.78417502;29.72360112;0.7727;0.2273;1;1
1.087;55.48570858;71.68733571;34.78417502;29.72360112;0.8824;0.1176;0;0
0.918;55.48570858;71.68733571;34.78417502;29.72360112;0.7368;0.2632;1;1
0.759;55.48570858;71.68733571;34.78417502;29.72360112;0.6596;0.3404;1;1
0.654;48.18376919;23.48548738;28.00610141;42.86357944;0.4236;0.5764;0;0
0.587;48.18376919;23.48548738;28.00610141;42.86357944;0.6131;0.3869;1;1
0.55;48.18376919;23.48548738;28.00610141;42.86357944;0.0842;0.9158;0;0
0.542;48.18376919;23.48548738;28.00610141;42.86357944;0.4312;0.5687;0;0
0.542;48.18376919;23.48548738;28.00610141;42.86357944;0.5058;0.4942;0;0
0.581;48.18376919;23.48548738;28.00610141;42.86357944;0.6026;0.3974;1;1
0.782;48.18376919;23.48548738;28.00610141;42.86357944;0;1;0;0
1.121;48.18376919;23.48548738;28.00610141;42.86357944;0.6186;0.3814;0;0
1.103;48.18376919;23.48548738;28.00610141;42.86357944;0.6422;0.3578;1;1
1.176;48.18376919;23.48548738;28.00610141;42.86357944;0.7831;0.2169;1;0
1.277;48.18376919;23.48548738;28.00610141;42.86357944;0.7054;0.2946;1;1
1.318;48.18376919;23.48548738;28.00610141;42.86357944;0.8421;0.1579;0;0
1.325;48.18376919;23.48548738;28.00610141;42.86357944;0.0169;0.9831;0;0
1.298;48.18376919;23.48548738;28.00610141;42.86357944;0.9155;0.0845;0;0
1.305;48.18376919;23.48548738;28.00610141;42.86357944;0.2424;0.7576;0;0
1.285;48.18376919;23.48548738;28.00610141;42.86357944;0.6545;0.3455;1;1
1.2;48.18376919;23.48548738;28.00610141;42.86357944;0.8816;0.1184;0;0
1.177;48.18376919;23.48548738;28.00610141;42.86357944;0.1803;0.8197;0;0
1.185;48.18376919;23.48548738;28.00610141;42.86357944;0.6429;0.3571;1;1
1.136;48.18376919;23.48548738;28.00610141;42.86357944;0.4196;0.5804;0;0
1.093;48.18376919;23.48548738;28.00610141;42.86357944;0.2796;0.7204;0;0
1.087;48.18376919;23.48548738;28.00610141;42.86357944;0.6944;0.3056;1;1
0.918;48.18376919;23.48548738;28.00610141;42.86357944;0.087;0.913;0;0
0.759;48.18376919;23.48548738;28.00610141;42.86357944;0.2984;0.7016;0;0
0.654;26.57670026;75.2094663;16.61402384;25.39809713;0.1818;0.8182;0;0
0.587;26.57670026;75.2094663;16.61402384;25.39809713;0.1216;0.8784;0;0
0.55;26.57670026;75.2094663;16.61402384;25.39809713;0.4557;0.5443;1;1
0.542;26.57670026;75.2094663;16.61402384;25.39809713;0.7049;0.2951;1;1
0.542;26.57670026;75.2094663;16.61402384;25.39809713;0.6634;0.3366;1;1
0.581;26.57670026;75.2094663;16.61402384;25.39809713;0.5962;0.4038;1;1
0.782;26.57670026;75.2094663;16.61402384;25.39809713;0.7368;0.2632;1;1
1.121;26.57670026;75.2094663;16.61402384;25.39809713;0.2727;0.7273;0;0
1.103;26.57670026;75.2094663;16.61402384;25.39809713;0.7073;0.2927;1;0
1.176;26.57670026;75.2094663;16.61402384;25.39809713;0.5274;0.4726;1;0
1.277;26.57670026;75.2094663;16.61402384;25.39809713;0.8652;0.1348;0;0
1.318;26.57670026;75.2094663;16.61402384;25.39809713;0.7609;0.2391;0;0
1.325;26.57670026;75.2094663;16.61402384;25.39809713;0.4764;0.5236;0;0
1.298;26.57670026;75.2094663;16.61402384;25.39809713;0.1618;0.8382;0;0
1.305;26.57670026;75.2094663;16.61402384;25.39809713;0.2245;0.7755;0;0
1.285;26.57670026;75.2094663;16.61402384;25.39809713;0.8667;0.1333;0;0
1.2;26.57670026;75.2094663;16.61402384;25.39809713;0.125;0.875;0;0
1.177;26.57670026;75.2094663;16.61402384;25.39809713;0.7807;0.2193;0;0
1.185;26.57670026;75.2094663;16.61402384;25.39809713;0.4922;0.5078;0;0
1.136;26.57670026;75.2094663;16.61402384;25.39809713;0.8679;0.1321;0;0
1.093;26.57670026;75.2094663;16.61402384;25.39809713;0.5481;0.4519;1;1
1.087;26.57670026;75.2094663;16.61402384;25.39809713;0.6024;0.3976;1;0
0.918;26.57670026;75.2094663;16.61402384;25.39809713;0.5565;0.4435;1;1
0.759;26.57670026;75.2094663;16.61402384;25.39809713;0.4479;0.5521;1;1
0.654;29.41912859;104.2542861;37.54554154;18.11132515;0.4207;0.5793;1;1
0.587;29.41912859;104.2542861;37.54554154;18.11132515;0.3846;0.6154;1;1
0.55;29.41912859;104.2542861;37.54554154;18.11132515;0.9863;0.0137;0;0
0.542;29.41912859;104.2542861;37.54554154;18.11132515;0.4268;0.5732;1;1
